Identifier,Symbol,CompanyName,ACN,ABN,HomeMarket,GICSSector,GICSIndGrp,ASXSector,ASXSubSector,FormerNames,TradingStatus,ListDate,DelistDate,DelistReason,Address,City,State,Postcode,PhoneNumber,FaxNumber,WebAddress,EmailAddress,ISIN,RegistryId,Template,ASX300
ASR,ASR,Asra Minerals Limited,002 261 565,72 002 261 565,ASX,15,1510,2,27,"Cluff Resources Pacific NL (CFR), 03/06/2011; Torian Resources NL (TNR), 16/07/2014;Torian Resources Limited  (TNR ), 18/05/2022",Trading,1/10/1982,,,104 Colin St,West Perth,WA,6005,+61 8 9420 8208 ,+61 8 9322 4130 ,www.asraminerals.com.au,info@asraminerals.com.au,AU0000222663,4756,indus,0
ASR-NZ,ASR-NZ,Smart Australian Resources ETF,,,NZSE,40,4020,,,"Australian Resources Index Trust (ASR-NZ), 31/03/2017; Australian Resources Fund (ASR-NZ), 05/06/2019; Smartshares Australian Resources ETF (ASR-NZ), 27/09/2024",Trading,7/04/2015,,,"Level 2, NZX Centre, 11 Cable St",Wellington Central,New Zealand,6011,+64 4 472 7599 ,,www.smartshares.co.nz,smartshares@smartshares.co.nz,,4709,propinvest,0
ASR1,ASR1,Australian Rural Group Limited,002 635 501,17 002 635 501,ASX,40,4020,22,224,"ATA Services Limited (ATA), 16/01/92.",Delisted,2/01/1992,20/10/2011,delisted at ASX's discretion,"ARG House, McLennan Clse",Bathurst,NSW,2795,+61 2 6331 2088,+61 2 6331 1513,www.arg.com.au,arg@arg.com.au,AU000000ASR9,4123,indus,0
AST,AST,AusNet Services,108 788 245,37 108 788 245,ASX,55,5510,5,52,"SP AusNet (SPN), 04/08/2014",Delisted,14/12/2005,18/02/2022,"In accordance with Listing Rule 17.11, following implementation of the scheme of arrangement between AST and its shareholders in connection with the acquisition of all the issued capital in AST by Australian Energy Holdings No 4 Pty Ltd.","Level 31, 2 Southbank Bvd",Southbank,VIC,3006,+61 3 9695 6000 ,+61 3 9695 6666 ,www.ausnetservices.com.au,investor.enquiries@ausnetservices.com.au,AU000000AST5,4737,indus,0
ASU,ASU,Alpha Technologies Corporation Limited,006 613 636,54 006 613 636,ASX,45,4520,22,228,"Alpha Technologies Limited (ASU), 09/08/2000; Alpha Sensors Limited (ASU), 25/07/2000; Sonodyne International Limited (SDN), 05/03/1998.",Delisted,24/07/1987,9/05/2011,Under listing rule 17.11.,108 Mitcham Rd,Donvale,VIC,3111,,,www.alphatechnics.com,,AU000000ASU3,4737,indus,0
ASV,ASV,Asset Vision Co Limited,164 718 361,50 164 718 361,ASX,45,4510,,,"PS&C Limited (PSZ), 29/10/2020; Future First Technologies Limited (FFT), 31/10/2023",Trading,2/12/2013,,,"Suite 4, 799 Springvale Rd",Mulgrave,VIC,3170,+61 3 9682 2699 ,+61 3 9663 6609 ,www.assetvision.com.au,info@assetvision.io,AU0000303216,4721,indus,0
ASW,ASW,Advanced Share Registry Ltd,127 175 946,14 127 175 946,ASX,40,4020,19,195,,Delisted,10/06/2008,22/12/2023,"Under Listing Rule 17.2, following lodgement of the Federal Court of Australia orders with ASIC approving the scheme of arrangement by which Automic Pty Ltd will acquire all of the issued shares in ASW.",110 Stirling Hwy,Nedlands,WA,6009,+61 8 9389 8033 ,+61 8 6370 4203 ,www.advancedshare.com.au,admin@advancedshare.com.au,AU000000ASW9,4676,indus,0
ASX,ASX,ASX Limited,008 624 691,98 008 624 691,ASX,40,4020,19,195,"Australian Stock Exchange Limited (ASX), 06/12/2006.",Trading,14/10/1998,,,20 Bridge St,Sydney,NSW,2000,+61 2 9227 0000 ,+61 2 9227 0480 ,www.asx.com.au,info@asx.com.au,AU000000ASX7,4673,indus,1
ASZ,ASZ,ASG Group Limited,070 045 117,57 070 045 117,ASX,45,4510,22,226,"eSec Limited (ESX), 27/06/2003.",Delisted,10/01/2000,28/12/2016,"delisted from the close of trading on Friday, 23 December 2016 pursuant to Listing rule 17.11.","Level 9, 167 St Georges's Tce",Perth,WA,6000,+61 8 9420 5420 ,+61 8 9420 5422 ,www.asggroup.com.au,info@asggroup.com.au,AU000000ASZ2,4635,indus,0
AT1,AT1,Atomo Diagnostics Limited,142 925 684,37 142 925 684,ASX,35,3510,,,,Trading,16/04/2020,,,"Level 1, 3-5 George St",Leichhardt,NSW,2040,+61 2 9099 4750 ,,www.atomodiagnostics.com,info@atomodiagnostics.com,AU0000080327,4736,indus,0
ATA,ATA,Atturra Limited,654 662 638,34 654 662 638,ASX,45,4510,,,,Trading,22/12/2021,,,"Level 2, 10 Bond St",Sydney,NSW,2000,+61 2 9657 0999 ,,www.atturra.com,info@atturra.com,AU0000190308,4738,indus,0
ATA1,ATA1,ATC Alloys Ltd,118 738 999,88 118 738 999,ASX,15,1510,,,"Hazelwood Resources Limited (HAZ), 24/03/2016",Delisted,3/10/2006,3/02/2020,Following the lodgement and release of a prospectus in relation to a capital raising.,246A Churchill Ave,Subiaco,WA,6008,+61 2 8316 3993 ,+61 2 8316 3999 ,www.atcalloys.com,atcalloys101@gmail.com,AU000000ATA3,4025,indus,0
ATC,ATC,Altech Batteries Limited,125 301 206,,ASX,15,1510,2,27,"Australia Minerals & Mining Group Limited (AKA), 11/11/2014; Altech Chemical Ltd (), 28/02/2023",Trading,27/01/2010,,,"Suite 8, 295 Rokeby Rd",Subiaco,WA,6008,+61 8 6168 1555 ,+61 8 6168 1551 ,www.altechchemicals.com,info@altechchemicals.com,AU000000ATC9,4756,indus,0
ATE,ATE,Atherton Resources Ltd,136 606 338,15 136 606 338,ASX,15,1510,1,11,"Mungana Goldmines Limited (MUX), 07/08/2015",Delisted,10/06/2010,31/12/2015,"delisted from the close of trading on Wednesday, 30 December 2015, pursuant to Listing rule 17.14.","Suite 15, 58 Kishorn Rd",Mount Pleasant,WA,6153,+61 7 9200 5808 ,,http://athertonresources.com.au/,info@athertonresources.com.au,AU000000ATE5,3976,indus,0
ATEC,ATEC,BetaShares S&P/ASX Australian Technology ETF,ARSN 635 315 329,,ASX,40,4020,,,,Trading,5/03/2020,,,"Level 46, 180 George St",Sydney,NSW,2000,+61 2 9290 6888 ,+61 2 9262 4950 ,www.betashares.com.au/,info@betashares.com.au,AU0000075467,4673,propinvest,0
ATF,ATF,Austoft Holdings Limited ,010 480 798,,ASX,,,11,113,,Delisted,27/10/1993,20/05/1996,Takeover by Case Corporation Pty Ltd,Cummins St,Bundaberg,QLD,4670,+61 7 1522 622,+61 7 1533 001, ,,,4288,indus,0
ATG,ATG,Articore Group Limited,119 200 592,11 119 200 592,ASX,25,2550,,,"Redbubble Limited (RBL), 02/11/2023",Trading,16/05/2016,,,"Level 12, 697 Collins St",Docklands,VIC,3008,+61 3 9650 0138 ,,www.articore.com,,AU0000303976,4673,indus,0
ATH,ATH,Alterity Therapeutics Limited,080 699 065,37 080 699 065,ASX,35,3520,21,212,"Prana Biotechnology Ltd (PBT), 11/04/2019",Trading,28/03/2000,,,"Level 3, 460 Bourke St",Melbourne,VIC,3000,+61 3 9349 4906 ,+61 3 9348 0377 ,www.alteritytherapeutics.com,info@alteritytherapeutics.com,AU0000043945,4756,indus,0
ATH1,ATH1,Austeq Holdings Limited,,,ASX,,,,,,Delisted,18/03/1987,3/05/1990,taken over by TI Investments Pty Limited,"Suite 19, 383 Hay St",Perth,WA,6000,+61 9 221 3655,,,,,,indus,0
ATI,ATI,Atlantic Limited,009 213 763,60 009 213 763,ASX,15,1510,9,91, ,Delisted,11/06/1987,27/09/2016,delisted from the close of trading on Tuesday 27 September 2016 pursuant to Listing rule 17.11.,"Level 24, Allendale Square, 77 St Georges Tce",Perth,WA,6000,+61 8 6141 7100 ,+61 8 6141 7101 ,www.atlanticltd.com.au,info@atlanticltd.com.au,AU000000ATI6,4172,indus,0
ATL,ATL,Apollo Tourism & Leisure Ltd,614 714 742,67 614 714 742,ASX,25,2510,,,,Delisted,4/11/2016,2/12/2022,"Under Listing Rule 17.2, following lodgment of the Supreme Court of Queensland orders with ASIC approving the scheme of arrangement by which Tourism Holdings Limited will acquire all of the issued shares in ATL.",698 Nudgee Rd,Northgate,QLD,4013,+61 7 3265 9200 ,+61 7 3265 9201 ,www.apollotourism.com,info@apollotourism.com,AU000000ATL0,4005,indus,0
ATM,ATM,Aneka Tambang (Persero) Tbk (Pt),ARBN 087 423 998,,ASX,15,1510,2,21,"PN Aneka Tambang, 21/05/1975.",Trading,9/08/1999,,,"Jl. Letjen TB Simatupang No. 1 Lingkar Selatan, Tanjung Barat",Jakarta,Indonesia,12530,+62 2 1789 1234 ,+62 2 1789 1224 ,www.antam.com,corsec@antam.com,AU000000ATM8,4737,indus,0
ATM-NZ,ATM-NZ,The a2 Milk Company Limited,ARBN 158 331 965,97 769 415 292,NZSE,30,3020,9,91,,Trading,20/04/2004,,,"Level 17, 51 Shortland St",Auckland,New Zealand,1010,+64 9 972 9802 ,,www.thea2milkcompany.com,,NZATME0002S8,4673,indus,0
ATN1,ATN1,Australian National Finance Limited,,,ASX,,,,,,Delisted,4/03/1987,3/10/1990,Failure to pay annual listing fees,8 Kings Park Rd,West Perth,WA,6005,+61 9 481 4341,+61 9 481 4325,,,,4219,indus,0
ATO,ATO,AltoStratos Holdings Limited,,,ASX,,,,,,Withdrawn Float,,,,"Level 36, Governor Phillip Tower, 1 Farrer Pl",Sydney,NSW,2000,+61 2 8823 3668 ,,www.altostratos.com,admin@altostratos.com,AU0000037087,4736,indus,0
ATOM,ATOM,Global X Uranium ETF,ARSN 661 601 878,,ASX,40,4020,,,,Trading,7/12/2022,,,"Level 9, 115 Pitt St",Sydney,NSW,2000,+61 2 8311 3484 ,,www.globalxetfs.com.au,info@globalxetfs.com.au,AU0000249336,4738,propinvest,0
ATP,ATP,Atlas Pearls Ltd,009 220 053,32 009 220 053,ASX,25,2520,22,224,"Atlas Pacific Gold NL (ATP), 24/02/1994. Atlas Pacific Limited 19/06/2006; Atlas South Sea Pearl Limited (ATP), 30/01/2013; Atlas Pearls and Perfumes Ltd (ATP), 20/12/2017",Trading,31/12/1993,,,26 Railway Rd,Subiaco,WA,6008,+61 8 9284 4249 ,+61 8 9284 3031 ,www.atlaspearls.com.au,atlas@atlaspearls.com.au,AU000000ATP1,4025,indus,0
ATQ1,ATQ1,Atlas Equity Limited ,,,ASX,,,,,,Delisted,12/12/1986,30/06/1992,Following closure of Second Board market,"Level 9, 267 Collins St",Melbourne,VIC,3000,+61 3 650 6199,+61 3 650 6894,,,,,indus,0
ATR,ATR,Astron Corporation Limited,154 924 553,154 924 553,ASX,15,1510,6,63,"Astron Resources Limited (ATR), 08/02/1995; Astron Limited (ATR), 09/05/2012",Trading,11/11/1986,,,224 Queen Str,Melbourne,VIC,3000,+61 3 5385 7088 ,+61 3 5385 7050 ,www.astronlimited.com,investors@astronlimited.com,AU000000ATR7,4738,indus,0
ATR-NZ,ATR-NZ,Asian Total Return Investment Company Plc,,,NZSE,40,4020,19,192,"Henderson TR Pacific Investment Trust plc (HRP-NZ), 01/03/2012; Henderson Asian Growth Trust Plc (HRP-NZ), 23/03/2012; Henderson Asian Growth Trust Plc (HAG-NZ), 18/03/2013",Delisted,28/11/1994,11/05/2015,The administrative and compliance costs of maintaining a secondary listing in New Zealand have become disproportionate to the net assets of the Company.,31 Gresham St,London,United Kingdom,EC2V 7QA,+44 20 7658 3206 ,+44 20 7818 4454 ,www.schroders.com/ukatr/home,krista.burwood@henderson.com,GB0008710799,4099,propinvest,0
ATS,ATS,Australis Oil and Gas Limited,609 262 937,34 609 262 937,ASX,10,1010,,,,Trading,25/07/2016,,,"Level 2, 215 Hay St",Subiaco,WA,6008,+61 8 9220 8700 ,+61 8 9220 8799 ,www.australisoil.com,Admin@australisoil.com,AU000000ATS5,4025,indus,0
ATT1,ATT1,Australian Tourism Property Trust,,,ASX,,,,,,Delisted,24/05/1984,3/10/1990,Failure to pay annual listing fees,"Level 2, 1 Little Collins St",Melbourne,VIC,3000,+61 3 650 1833,,,,,4228,indus,0
ATU,ATU,Atrum Coal Limited,153 876 861,27 153 876 861,ASX,15,1510,,,"Atrum Coal NL (ATU), 03/02/2017",Delisted,24/07/2012,10/03/2025,"Under Listing Rule 17.12, with effect from the commencement of trading on Monday, 10 March 2025.","Level 5, 126 Phillip St",Sydney,NSW,2000,+61 3 8678 4091 ,+61 3 8678 1747 ,www.atrumcoal.com,info@atrumcoal.com,AU000000ATU1,4758,indus,0
ATU1,ATU1,Australian Tourism Group ,,,ASX,,,24,242,,Delisted,16/12/1994,21/08/1998,Following the completion of the merger with Grand Hotel Group,"Level 14, Tower B, 799 Pacific Hwy",Chatswood,NSW,2067,+61 2 9884 4545,+61 2 9411 7781, ,,,4738,indus,0
ATV,ATV,Activeport Group Ltd,636 569 634,24 636 569 634,ASX,45,4510,,,,Trading,20/10/2021,,,"Level 28, 140 St GeorgesTce",Perth,WA,6000,+61 8 6149 7550 ,,www.activeport.com.au,investors@activeport.com.au,AU0000171910,4025,indus,0
ATV1,ATV1,Atlantic Gold NL,062 091 909,82 062 091 909,ASX,15,1510,2,25,Diamond Ventures NL(DDV) 17/06/2005,Delisted,29/03/1994,27/08/2014,delisted following implementation of the scheme of arrangement by which Atlantic Gold Corporation acquired all of the fully paid and partly paid ordinary shares in the Company,"Suite 506, 815 Pacific Hwy",Chatswood,NSW,2067,+61 2 9410 0993 ,+61 2 9410 0958 ,www.atlanticgold.com.au,enquiries@atlanticgold.com.au,AU000000ATV9,4738,indus,0
ATX,ATX,Amplia Therapeutics Limited,165 160 841,16 165 160 841,ASX,35,3520,,,"Innate Immunotherapeutics Limited (IIL), 07/09/2018",Trading,23/12/2013,,,"Level 17, 350 Queen St",Melbourne,VIC,3000,,,www.ampliatx.com,info@ampliatx.com,AU0000023822,4738,indus,0
ATY1,ATY1,Access Technology Limited,,,ASX,,,,,,Delisted,21/08/1985,3/10/1990,Failure to pay annual listing fees,"Level 1, 640 Murray St",West Perth,WA,6005,+61 9 321 9222,+61 9 321 9292,,,,4229,indus,0
ATZ,ATZ,Appetise (Holdings) Limited,,,ASX,25,2550,,,,Withdrawn Float,,,,"Level 29, 201 Elizabeth St",Sydney,NSW,2000,+61 2 8072 1400 ,,www.appetise.com,,AU000000ATZ0,,indus,0
AU1,AU1,The Agency Group Australia Ltd,118 913 232,52 118 913 232,ASX,60,6020,1,13,"Noah Resources NL (NOA) on 11/12/2008; Nambian Copper Limited (NCO), 20/12/2016; Ausnet Financial Services Limited (AU1), 18/12/2017",Trading,18/12/2007,,,68 Milligan St,Perth,WA,6000,+61 8 9204 7955 ,,www.theagencygroup.com.au,info@theagencygroup.com.au,AU000000AU12,4758,indus,0
AUA,AUA,Audeara Limited,604 368 443,27 604 368 443,ASX,25,2520,,,,Trading,18/05/2021,,,35 Brookes St,Bowen Hills,QLD,4006,,,www.audeara.com,support@audeara.com,AU0000145807,4737,indus,0
AUB,AUB,AUB Group Limited,000 000 715,60 000 000 715,ASX,40,4030,17,172,"Austbrokers Holdings Limited (AUB), 30/11/2015",Trading,16/11/2005,,,"Level 14, 141 Walker St",North Sydney,NSW,2060,+61 2 9935 2222 ,+61 2 9954 1724 ,www.aubgroup.com.au,,AU000000AUB9,4673,indus,1
AUC,AUC,AusGold Limited,140 164 496,,ASX,15,1510,1,12,,Trading,16/12/2009,,,"Level 1, 307 Murray St",Perth,WA,6000,+61 8 9220 9890 ,+61 8 9220 9820 ,www.ausgoldlimited.com,info@ausgoldlimited.com,AU000000AUC7,4756,indus,0
AUC1,AUC1,Australian Consolidated Investments Limited ,008 670 924,,ASX,,,19,192,,Delisted,31/01/1972,17/06/1999,Pursuant to Listing Rule 17.11,"Level 41, Gateway, 1 Macquarie Pl",Sydney,NSW,2000,+61 2 9247 7000,+61 2 9247 6369, ,,,,propinvest,0
AUD,AUD,Ausdoc Group Limited,005 482 913,,ASX,20,2020,22,226,"AUSDOC Group Ltd (AUD),1992; Parmelia Pty Ltd; Diversified Services Industries Ltd, 1986;  Deborah Resources NL, 1982; Deborah Extended Gold Mining Co.",Delisted,27/08/1992,26/09/2002,Following compulsory acquisition by ABN AMRO Capital Australia Pty Ltd under its takeover offer for the company's securities.,"Suite 2, 477 Plummer",Melbourne,VIC,3207,+61 3 9676 1222,+61 3 9676 1210,www.ausdoc.com,,,3976,indus,0
AUDS,AUDS,Betashares Strong Australian Dollar Fund (Hedge Fund),,,ASX,40,4020,,,,Trading,24/01/2017,,,"Level 46, 180 George St",Sydney,NSW,2000,+61 2 9290 6888 ,+61 2 9262 4950 ,www.betashares.com.au,info@betashares.com.au,AU00000AUDS2,4673,propinvest,0
AUE,AUE,Aurum Resource Limited,650 477 286,,ASX,15,1510,,,,Trading,2/11/2021,,,"Unit 1, 1 Centro Ave",Subiaco,WA,6008,+61 8 6559 1792 ,,www.aurumres.com.au,contact@aurumres.com.au,AU0000173478,4756,indus,0
AUE-NZ,AUE-NZ,Smart Australian ESG ETF,,,NZSE,40,4020,,,"Smartshares Australian Equities ESG ETF (AUE-NZ), 27/09/2024",Trading,29/06/2023,,,"Level 2, NZX Centre, 11 Cable St",Wellington ,New Zealand,6011,+64 8 0080 8780 ,,www.smartshares.co.nz,smartshares@smartshares.co.nz,,4750,propinvest,0
AUE1,AUE1,Austereo Limited ,007 914 641,,ASX,,,15,154,,Delisted,19/07/1994,4/06/1997,Pursuant to Listing Rule 17.14,"Level 1, 180 St. Kilda Rd",St Kilda,VIC,3182,+61 3 9230 1051,+61 3 9593 9008, ,,,,indus,0
AUE2,AUE2,Ausminerals Limited,,,ASX,15,1510,3,31,,UpcomingFloat,,,,11/35 Old Northern Rd,Baulkham Hills,NSW,2153,+61 2 9639 9599,+61 2 9639 9566,www.ausminerals.com.au,,AU000000AUE3,4736,indus,0
AUF,AUF,Asian Masters Fund Limited,127 927 584,,ASX,40,4020,19,193,,Delisted,4/12/2007,18/05/2018,"Under Listing Rule 17.2, following approval by the Company's shareholders of the restructure.","Level 15, 100 Pacific Hwy",North Sydney,NSW,2060,+61 1300 454 801 ,+61 1300 457 349 ,www.asianmastersfund.com.au,info@asianmastersfund.com,AU000000AUF0,4736,propinvest,0
AUG,AUG,Augustus Minerals Limited,651 349 638,13 651 349 638,ASX,15,1510,,,,Trading,25/05/2023,,,"Level 2, 41-43 Ord St",West Perth,WA,6005,+61 8 6458 4200 ,+61 8 6458 4299 ,www.augustusminerals.com.au,admin@augustusminerals.com.au,AU0000276453,4756,indus,0
AUG-NZ,AUG-NZ,Augusta Capital Limited,,,NZSE,60,6010,20,201,"Kermadec Property Fund Limited (KPF-NZ), 1/04/2012",Delisted,11/12/2006,24/08/2020,"As advised by company on exchange the final day of trading in AUG will be Wednesday, 19 August 2020, with trading in AUG shares being halted and suspended at close of business.",335 Devon St East,New Plymouth,New Zealand,4312,+64 6 759 1520 ,+64 6 759 1521 ,www.augusta.co.nz,chris@augusta.co.nz,NZKPFE0001S1,4732,propinvest,0
Aug-01,Aug-01,Aurora Gold Limited,006 568 850,80 006 568 850,ASX,15,1510,1,13,Ashton (Indonesia) Ltd (07/07/1993),Delisted,12/10/1993,5/02/2003,Following court approval of the merger with Abelle Limited.,"Level 2, 24 Outram St",West Perth,WA,6005,+61 8 9424 3500,+61 8 9424 3565,www.auroragold.com.au,corpinfo@mail.aurora.net.au,,4025,indus,0
AUH,AUH,AustChina Holdings Limited,075 877 075,20 075 877 075,ASX,10,1010,4,41,"Lodestone Exploration Limited (LOD) on 26/06/2009, Lodestone Energy Limited (LOD), 03/06/2011; Coalbank Limited (CBQ), 09/08/2017",Trading,17/03/2003,,,"Level 7, 344 Queen St",Brisbane,QLD,4000,+61 7 3229 6606 ,+61 7 3221 6625 ,www.austchinaholdings.com,info@austchinaholdings.com,AU000000AUH6,4673,indus,0
AUI,AUI,Australian United Investment Company Limited,004 268 679,37 004 268 679,ASX,40,4020,19,192, ,Trading,1/01/1974,,,"Level 20, 101 Collins St",Melbourne,VIC,3000,+61 3 9654 0499 ,+61 3 9654 3499 ,www.aui.com.au,info@aui.com.au,AU000000AUI4,4673,propinvest,0
AUK,AUK,Aumake Limited,150 110 017,,ASX,25,2550,,,"Titan Energy Services Limited (TTN), 18/07/2016; Augend Ltd (AUG), 25/09/2017; AuMake International limited (AU8), 02/12/2020; Aumake Limited (AU8), 03/12/2020",Trading,7/12/2011,,,"Unit 3, 66 Whiting St",Artarmon,NSW,2064,,,www.aumake.com.au,contact@aumake.com.au,AU0000123432,4736,indus,0
AUL,AUL,Austar Gold Limited,107 180 441,70 107 180 441,ASX,15,1510,1,13,"Mantle Mining Corporation Limited (MNM), 15/12/2017",Delisted,22/11/2006,26/08/2021,"The following entity will be suspended from Official Quotation in accordance with Listing Rule 17.5, following their failure to lodge the relevant periodic report by the due date.",6 Bridge St,Woods Point,VIC,3732,+61 7 3319 4120 ,,www.austargold.com,info@AuStargold.com,AU000000AUL8,4733,indus,0
AUMF,AUMF,ishares Edge MSCI Australia Multifactor ETF,ARSN 614 058 141,,ASX,40,4020,,,,Trading,14/10/2016,,,"Level 37, Chifley Tower, 2 Chifley Sq",Sydney,NSW,2000,,,www.blackrock.com/au/,,AU00000AUMF0,4025,propinvest,0
AUN,AUN,Aurumin Limited,639 427 099,64 639 427 099,ASX,15,1510,,,,Trading,9/12/2020,,,"Unit 1, 295 Rokeby Rd",Subiaco,WA,6008,+61 8 6555 2950 ,,www.aurumin.com.au,admin@aurumin.com.au,AU0000110850,4025,indus,0
AUN1,AUN1,Austar United Communications Limited,087 695 707,88 087 695 707,ASX,15,1510,15,151, ,Delisted,20/07/1999,27/04/2012,,"Level 1, 46-52 Mountain St",Ultimo,NSW,2007,+61 2 9251 6999,+61 2 9295 0163,www.austarunited.com.au,ask@austar.com.au,AU0000110850,4738,indus,0
AUO,AUO,Austral Coal Limited,069 071 816,21 069 071 816,ASX,15,1510,4,45, ,Delisted,26/05/1997,21/02/2007,Delisted pursuant to Listing Rule 17.11.,"BT Tower, 1 Market St",Sydney,NSW,2000,+61 2 9266 2700,+61 2 9261 5533,www.austcoal.com.au,info@austcoal.com.au,AU000000AUO2,4025,indus,0
AUP,AUP,Aurora Property Buy-Write Income Trust,008 624 691,98 008 624 691,ASX,40,4040,20,201,,Delisted,26/07/2007,29/04/2022,"Under Listing Rule 17.2, at the request of AUP, pending ASX's investigation.","Suite 613, Level 6, 370 St Kilda Rd",Melbourne,VIC,3004,,,www.aurorafunds.com.au,enquiries@aurorafunds.com.au,AU000000AUP9,4736,propinvest,0
AUP1,AUP1,Australian Pacific Technology Limited ,,,ASX,,,19,192,,Delisted,17/07/1986,28/04/1993,Following a Scheme of Arrangement whereby the company has merged with Advent Ltd,"Level 6, 410 Collins St",Melbourne,VIC,3000,+61 3 670 0599,+61 3 670 0561,,,,4324,propinvest,0
AUQ,AUQ,Alara Resources Limited,122 892 719,27 122 892 719,ASX,15,1510,4,46,"Alara Uranium Limited (AUQ), 01/10/2008.",Trading,24/05/2007,,,"Suite 1.02, 110 Erindale Rd",Balcatta,WA,6021,+61 8 9240 4211 ,+61 968 2449 2491 ,www.alararesources.com,info@alararesources.com,AU000000AUQ7,4758,indus,0
AUR,AUR,Auris Minerals Limited,085 806 284,77 085 806 284,ASX,15,1510,2,25,"Namakwa Diamond Company NL (NDC), 03/10/2006; Resources and Investment NL (RNI), 25/09/2014; RNI NL (RNI), 04/05/2017",Trading,15/03/2001,,,"Level 1, 18 Richardson St",West Perth,WA,6005,+61 8 6109 4333 ,+61 8 9489 9201 ,www.aurisminerals.com.au,general@aurisminerals.com.au,AU000000AUR5,4756,indus,0
AUR1,AUR1,A.U.R. N.L.,,,ASX,,,,,,Delisted,13/12/1984,3/10/1990,As from the close of trading on 03/10/90 the company will be removed from the Official List for failure to pay Annual Listing Fees.,"Level 11, 221 Miller St",North Sydney,NSW,2060,+61 2 959 5688,+61 2 929 8764,,,,4230,indus,0
AUS,AUS,Auselect Limited,,53 077 885 208,ASX,15,1510,19,192,,Delisted,3/05/2004,7/05/2007,Delisted pursuant to Listing Rule 17.11.,"Level 4, 15 Queen St",Melbourne,VIC,3000,+61 3 9614 8008,+61 3 9614 8009,www.auselect.com.au,aus@auselect.com.au,AU000000AUS3,4737,indus,0
AUS-NZ,AUS-NZ,Smart Australian Top 200 ETF,,,NZSE,40,4020,,,"Smartshares S&P/ASX 200 ETF (AUS-NZ), 27/09/2024",Trading,15/07/2020,,,"Level 2, NZX Centre, 11 Cable St",Wellington Central,New Zealand,6011,+64 08 0080 8780 ,,www.smartshares.co.nz,,,4726,propinvest,0
AUS1,AUS1,Austmin Gold Nl ,006 684 297,,ASX,,,1,12,,Delisted,10/09/1987,15/06/1994,T/O by Burmine Limited,"Level 8, 10-16 Queen St",Melbourne,VIC,3000,+61 3 614 6788,+61 3 614 6473, ,,,4270,indus,0
